document_id,source_relative_path,field,current_value,suggested_value,evidence,confidence,reviewer_value,reviewer_note,review_status,reviewed_at
DOC000208,Tünel Dergisi/TÜNEL_SAYI-38.pdf,authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000209,"Tünel Kazaları, Çökmeler ve Felaketler/Dünyada Tünel Felaketleri.docx",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000210,"Tünel Kazaları, Çökmeler ve Felaketler/HAWKS NEST TUNNEL DISASTER.pdf",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000211,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kaynaklı Kazalar_Çökmeler.docx",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",authority_level,,unclassified,Authority sınıfı için güvenilir kurum/yayın türü kanıtı bulunamadı,low,,,pending,
DOC000212,"Tünel Kazaları, Çökmeler ve Felaketler/Tünel Kazaları.docx",document_type,unknown,unknown,Kontrollü document type vocabulary için yeterli içerik kanıtı bulunamadı,low,,,pending,
DOC000214,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000214,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/2-TÜNEL DESTEKLEMESİ-PÜSKÜRTME BETON.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000215,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/3-TÜNEL DESTEKLEMESİ-ÇELİK HASIR VE ÇELİK İKSA.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000216,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000216,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/4-TÜNEL DESTEKLEMESİ-KAYA BULONU.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000217,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000217,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/5-TÜNEL DESTEKLEMESİ-SÜREN.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000218,"TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000218,"TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.pptx",organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000219,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/7-TÜNEL TARİF-ANALİZ-YBF.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000220,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000220,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/8-TÜNELLERDE SU VE GAZ SORUNLARI.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000221,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000221,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000222,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Ayna haritamaları ve değerlendirmeler son.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000225,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/8- Yapım Genel Partname.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000226,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000226,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/B3 60 ÇELİK İKSA DETAYI-Model.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000227,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000227,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Birim Fiyat Tarifleri (Genel Müdürlük)-TÜNEL.doc,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000229,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar (7 sayfa).pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000231,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/Hakediş ekine konulacak tablolar.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000232,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000232,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ELVAN SALTAŞ PAMUK-Hakediş ekine konulacak tablolar/örnek icmaller.xls,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000235,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KALİTE KONTROL PLANI/KALİTE KONTROL PLANI TABLO.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000236,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/KTS_2013.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000237,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Makine İle Tünel İçi Kablo Kanalı Yapılması-Analiz.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000238,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000238,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Q_tipi_celik_hasir.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000239,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/ROCKBİT-3.5''9m-ANALİZ.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000240,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/STANDART ÇELİK HASIRLAR-TS 4559-İMO.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000240,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/STANDART ÇELİK HASIRLAR-TS 4559-İMO.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,language,,unknown,Konservatif dil tespiti,low,,,pending,
DOC000241,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemerli tip kesit.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,language,,unknown,Konservatif dil tespiti,low,,,pending,
DOC000242,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Taban kemersiz tip kesit.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000243,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/Bölgenin Yazısı.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000243,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/Bölgenin Yazısı.pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000244,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000244,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/ErdemliSilifkeTasucu Yolu Tunel Takip Formlari .pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000245,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/K.Maras Tunel Takip Formlari.pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000246,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/22.10.2018/SilifkeMut Yolu Tunel Takip Formlari.pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000247,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/94b5cfaa64b645c08b28d67ed06f8a23.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000247,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/94b5cfaa64b645c08b28d67ed06f8a23.pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000248,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/K.MARAS KONT.SEF.TUNEL IMALATLARI.pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000249,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000249,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sag Tup 26.11.2018.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000250,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000250,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Cikis Sol Tup 26.11.2018.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000251,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000251,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T2 Tuneli Giris Sol Tup 26.11.2018.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000252,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000252,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sag Tup 23.11.2018.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000253,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000253,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/T8 TUNELICIKIS Sol Tup 23.11.2018.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000254,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TAKİP FORMU/24.12.2018/tunel takip son calisma T3 Tuneli.pdf,year,,,"Dosya yolu/başlıkta çelişkili yıllar: 2018, 2020",low,,,pending,
DOC000258,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000258,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/TÜNEL İÇİ EKİPMAN BOŞLUKLARI NİŞ BİLGİLERİ.pdf,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000259,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/Genel Sunum.ppt,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000260,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000260,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/OTOYOL TÜNELİ (4 ŞERİTLİ) PORTAL TASARIMI.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000261,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000261,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T-1OA.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000262,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1 Tüneli KY.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000263,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000263,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.pptx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000264,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000264,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T3 TÜNELİ ENJEKSİYON İPTALİ.pptm,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000266,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/0- YAPIM İPLERİ İHALELERİ UYGULAMA YÖNETMELİĞİ.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000267,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/1- Yapım Standart Formlar.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000267,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/1- Yapım Standart Formlar.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000268,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/2- Yapım Açık.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000268,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/2- Yapım Açık.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000269,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/3- yapım belli istekliler ön yeterlik.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000269,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/3- yapım belli istekliler ön yeterlik.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000270,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000270,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/4- Yapım belli istekliler tip idari.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000271,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000271,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/5- Yapım Pazarlık bc.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000272,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000272,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/6- yapım Pazarlık ade.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
DOC000273,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.docx,authority_level,,C,Profesyonel eğitim/sunum/sektör dokümanı sinyali,medium,,,pending,
DOC000273,TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/yapim_isleri_ihaleleri_uygulama_yonetmeligi_degisiklikler_islenmis/7- Yapım Sözleşme.docx,organization,,,Authority kararı var; kurum doğrulaması eksik,low,,,pending,
