document_id,source_relative_path,source_sha256,baseline_output,full_docling_output,final_output,selected_variant,selection_reason,baseline_converter,full_docling_status,quality_status,authority_level,document_type,language,year,topics,citation_sidecar,original_page_provenance_available
DOC000125,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.pdf,7f177b472ed62ef801089d0cdc51369c39b4f89669880fe37871ea63672066df,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Ahmet Sirin.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000125/0001.docling.json|data/temp/full_docling_chunks/DOC000125/0005.docling.json|data/temp/full_docling_chunks/DOC000125/0002.docling.json|data/temp/full_docling_chunks/DOC000125/0003.docling.json|data/temp/full_docling_chunks/DOC000125/0004.docling.json,true
DOC000126,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.pdf,abc6dcf8e707da2f77f6aa3777630d823ed934fca48f67821114ed835ea64e63,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Dr Orhan Simsek.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000126/0001.docling.json|data/temp/full_docling_chunks/DOC000126/0002.docling.json|data/temp/full_docling_chunks/DOC000126/0003.docling.json,true
DOC000127,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.pdf,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000127/0001.docling.json|data/temp/full_docling_chunks/DOC000127/0002.docling.json,true
DOC000128,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.pdf,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000128/0001.docling.json|data/temp/full_docling_chunks/DOC000128/0002.docling.json|data/temp/full_docling_chunks/DOC000128/0003.docling.json,true
DOC000129,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.pdf,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000129/0001.docling.json,true
DOC000130,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.pdf,17e5e4aa41637a66b3dee7c8c71e79a278cdccb4c134fd115eb7a4a66aa24f32,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Murat Dursun Barut.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000130/0001.docling.json|data/temp/full_docling_chunks/DOC000130/0002.docling.json,true
DOC000131,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.pdf,784b14ff9e8444a97c6d284d4fe232dab00589930f78f3c4ecf441816251e1db,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Nurettin Demir.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000131/0001.docling.json|data/temp/full_docling_chunks/DOC000131/0002.docling.json|data/temp/full_docling_chunks/DOC000131/0003.docling.json|data/temp/full_docling_chunks/DOC000131/0004.docling.json,true
DOC000132,Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.pdf,c736114ad7d9ac29557c038d3125645cc50104cd1bb39ff873388c1f65c5ccbe,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Prof Mahir Vardar.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000132/0001.docling.json|data/temp/full_docling_chunks/DOC000132/0002.docling.json|data/temp/full_docling_chunks/DOC000132/0003.docling.json|data/temp/full_docling_chunks/DOC000132/0004.docling.json,true
DOC000145,Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.pdf,de4b13d03e815c012e30a9f538e222d247c8053ef8b819876183a647e06f8fcc,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/2015/10a_OBB_SafetyManagement_HW_Kompatibilitatsmodus.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,safety,data/temp/full_docling_chunks/DOC000145/0001.docling.json,true
DOC000151,Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.docx,a3e34dc693e74ca818ed9245d160c284f062a6b4889b2cb037b8f0c89f1c1492,data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.md,,data/corpus_final/Mehmet/Literatur/YTMK Tunelcilik Semineri/YTMK Kaynaklar.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000153,Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.pdf,8c40ec5ec7c1cb1e451a146d3c19f951a3041dc6a83f0d886f536e059bbce6eb,data/markdown/Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.md,data/markdown_full_docling/Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.md,data/corpus_final/Sunumlar_2022/10_Use of Foams for the Soil Conditioning in Excavations with EPB-TBMs - Envionmental Approach.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,excavation,data/temp/full_docling_chunks/DOC000153/0001.docling.json,true
DOC000154,Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.pdf,6a3e8bf61cc46e81e500a8315b25864943df7ce31ca83e59c5d00d36558481f1,data/markdown/Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.md,data/markdown_full_docling/Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.md,data/corpus_final/Sunumlar_2022/11_A Tunnelling Experience in Difficult Ground Conditions in the Himalayas.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000154/0001.docling.json,true
DOC000155,Sunumlar_2022/12_1_Fire Safety in Tunnels.pdf,b952814dcd0347a888e7957e78f138ff40cb0b3eed7f10c34a215c3b1a775925,data/markdown/Sunumlar_2022/12_1_Fire Safety in Tunnels.md,data/markdown_full_docling/Sunumlar_2022/12_1_Fire Safety in Tunnels.md,data/corpus_final/Sunumlar_2022/12_1_Fire Safety in Tunnels.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,safety|fire_safety,data/temp/full_docling_chunks/DOC000155/0001.docling.json,true
DOC000156,Sunumlar_2022/12_2_Fire Safety in Tunnels.pdf,85283ef6c13967fdbf3453026f913b303b7a06a905bc8fd86cd93eb93685975b,data/markdown/Sunumlar_2022/12_2_Fire Safety in Tunnels.md,data/markdown_full_docling/Sunumlar_2022/12_2_Fire Safety in Tunnels.md,data/corpus_final/Sunumlar_2022/12_2_Fire Safety in Tunnels.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,safety|fire_safety,data/temp/full_docling_chunks/DOC000156/0001.docling.json,true
DOC000157,Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.pdf,246054e0940d9efbe0562a68fc621120e8cf7a22fd1028f0a588f3fb998a6395,data/markdown/Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md,data/markdown_full_docling/Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md,data/corpus_final/Sunumlar_2022/1_Professor Arnold Dix_People and Planet – how to get finance for new projects that mitigate the perils of Climate Change now.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,,data/temp/full_docling_chunks/DOC000157/0001.docling.json|data/temp/full_docling_chunks/DOC000157/0002.docling.json,true
DOC000158,Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.pdf,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f,data/markdown/Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md,data/markdown_full_docling/Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md,data/corpus_final/Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,,data/temp/full_docling_chunks/DOC000158/0001.docling.json|data/temp/full_docling_chunks/DOC000158/0002.docling.json,true
DOC000159,Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.pdf,96783c6ed7f86ae20ca934964dbc5a84caa25b83f59f6a648481f87d6aa90eaf,data/markdown/Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.md,data/markdown_full_docling/Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.md,data/corpus_final/Sunumlar_2022/3_HIZRAY Project and Planned Future of Istanbul Metro Works.md,baseline,quality_reject_use_baseline,pypdf_fallback,quality_reject_use_baseline,rejected,,unknown,,,,,false
DOC000160,"Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.pdf",1457e07af2b0f6b8533b9bc852928166f611084644bf7257b1b3e83f7f16d4a1,"data/markdown/Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md","data/markdown_full_docling/Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md","data/corpus_final/Sunumlar_2022/4_International Projects of Yapi Merkezi, Administrative Difficulties Encountered.md",full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000160/0001.docling.json|data/temp/full_docling_chunks/DOC000160/0002.docling.json,true
DOC000161,"Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.pdf",7bea6c201c2cd943fbd77ed85a922766ac64943657c2f822f46256943a8abda8,"data/markdown/Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.md","data/markdown_full_docling/Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.md","data/corpus_final/Sunumlar_2022/5_Past, Present and Future of Izmir Metro Works.md",full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000161/0001.docling.json|data/temp/full_docling_chunks/DOC000161/0002.docling.json,true
DOC000162,"Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.pdf",f28df7cb6007defe882889017a983d7c06c169a31170e5b112017af625ae30b6,"data/markdown/Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.md","data/markdown_full_docling/Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.md","data/corpus_final/Sunumlar_2022/6_Past, Present and Future of DSI Tunnels.md",full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,,data/temp/full_docling_chunks/DOC000162/0001.docling.json,true
DOC000163,Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.pdf,aebfb2790f94d4239847b45390573d6de454b397cc9405ddd5e8af1f952d3c8d,data/markdown/Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.md,data/markdown_full_docling/Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.md,data/corpus_final/Sunumlar_2022/7_Tunnel Projects in Indonesia and the Far East Opportunities for Turkish Contractors.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,,data/temp/full_docling_chunks/DOC000163/0001.docling.json,true
DOC000164,Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.pdf,f036fbe6cc100faef49c498054f0700eb618c52fca4e5f4a0806dde7c9610c01,data/markdown/Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.md,data/markdown_full_docling/Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.md,data/corpus_final/Sunumlar_2022/8_Halkali - Istanbul Airport Metro Construction Works.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000164/0001.docling.json,true
DOC000165,Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.pdf,6ba9584fcdfdca8c91f6ed1462db0fadbd2f4c81e4f1f4542b0a1a95494be7f5,data/markdown/Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.md,data/markdown_full_docling/Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.md,data/corpus_final/Sunumlar_2022/9_Final Lining Design Approach for Reduction Tunnels.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,final_lining,data/temp/full_docling_chunks/DOC000165/0001.docling.json,true
DOC000166,Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.pdf,8290ac15a538bb0f22bd6901290c4685b98061d70ec6dc21f8d978decec27e7e,data/markdown/Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.md,data/markdown_full_docling/Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.md,data/corpus_final/Sunumlar_2022/Dünyadaki Son Gelişmeler Çerçevesinde Yüksek Hızlı Demiryolu Tünel Tasarımı.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000166/0001.docling.json,true
DOC000167,Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.pdf,d6cabd5890cae7ee2a05c65b23d0264a1f69a65b12ed45d323ef654c7b93ac1a,data/markdown/Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.md,data/markdown_full_docling/Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.md,data/corpus_final/Sunumlar_2022/Türkiye’deki Karayolu Tünellerinde Trafik.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,traffic,data/temp/full_docling_chunks/DOC000167/0001.docling.json,true
DOC000168,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.pdf,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.md,data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.md,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,C,training_material,tr,,,data/temp/full_docling_chunks/DOC000168/0001.docling.json|data/temp/full_docling_chunks/DOC000168/0005.docling.json|data/temp/full_docling_chunks/DOC000168/0006.docling.json|data/temp/full_docling_chunks/DOC000168/0007.docling.json|data/temp/full_docling_chunks/DOC000168/0008.docling.json|data/temp/full_docling_chunks/DOC000168/0009.docling.json|data/temp/full_docling_chunks/DOC000168/0002.docling.json|data/temp/full_docling_chunks/DOC000168/0003.docling.json|data/temp/full_docling_chunks/DOC000168/0004.docling.json,true
DOC000169,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.doc,56c352f0db4ceb3efec84d3631a249a62adb611945b148811391897f613e49d6,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.md,,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/agenda_56725_TR.md,baseline,canonical_baseline_not_full_docling_candidate,ooxml_magic_copy+docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000170,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.pdf,98947b1040b98d24a49728ff7d0b0f6a8fa58fdc86cb2539c71a83e467b023fc,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.md,data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.md,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Risk Analysis for Road Tunnels PIARC.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,A,unknown,en,,risk,data/temp/full_docling_chunks/DOC000170/0001.docling.json|data/temp/full_docling_chunks/DOC000170/0005.docling.json|data/temp/full_docling_chunks/DOC000170/0002.docling.json|data/temp/full_docling_chunks/DOC000170/0003.docling.json|data/temp/full_docling_chunks/DOC000170/0004.docling.json,true
DOC000171,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.ppt,2c519a6334175b397eb6f6469692faf898be78d2aec5c3449576cf84b88ddd5d,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.md,,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part2_2.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,,unknown,,2015,,,false
DOC000172,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.ppt,099561279b8b8ee35d2341c8b45f5a1f8c5e4a5fe3bd846ea00218e0b6cfd2a0,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.md,,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part3.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,,unknown,,2015,,,false
DOC000173,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.ppt,37bfcaa3e403d68f85d12a6176b384c745f9d869ffa659614a55cde1ee83609b,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.md,,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Turcja_16-19_03_2015_part4.md,baseline,canonical_baseline_not_full_docling_candidate,libreoffice+python_pptx_fallback,not_candidate,not_applicable,,unknown,,2015,,,false
DOC000174,TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.pdf,6c05ea8291c455e3f607679c63ec52f069202b7b2ab45031fd5adf6b06be93fa,data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.md,data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.md,data/corpus_final/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/Updated_Survey_Road_Tunnel_Regulations_August_2011_1.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,A,regulation,,2011,regulation,data/temp/full_docling_chunks/DOC000174/0001.docling.json|data/temp/full_docling_chunks/DOC000174/0002.docling.json|data/temp/full_docling_chunks/DOC000174/0003.docling.json,true
DOC000175,Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.pdf,f2f1c1bde126829d366a5b059941944e3e26a568d085b6b6a16a5ebbfeb4a022,data/markdown/Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.md,data/markdown_full_docling/Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.md,data/corpus_final/Tünel Dergisi/E-dergi-Tünel Dergisi 46_1.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000175/0001.docling.json|data/temp/full_docling_chunks/DOC000175/0005.docling.json|data/temp/full_docling_chunks/DOC000175/0002.docling.json|data/temp/full_docling_chunks/DOC000175/0003.docling.json|data/temp/full_docling_chunks/DOC000175/0004.docling.json,true
DOC000176,Tünel Dergisi/E-Dergi_Tünel 45_r.pdf,91771bfc0bb400062986b68fd2aa49954ba54a4fbd5c878d670afbd97a78aa0c,data/markdown/Tünel Dergisi/E-Dergi_Tünel 45_r.md,data/markdown_full_docling/Tünel Dergisi/E-Dergi_Tünel 45_r.md,data/corpus_final/Tünel Dergisi/E-Dergi_Tünel 45_r.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000176/0001.docling.json|data/temp/full_docling_chunks/DOC000176/0005.docling.json|data/temp/full_docling_chunks/DOC000176/0002.docling.json|data/temp/full_docling_chunks/DOC000176/0003.docling.json|data/temp/full_docling_chunks/DOC000176/0004.docling.json,true
DOC000177,Tünel Dergisi/E-dergi_Tünel-35.pdf,0f9a28ad41ab9c7c470e8d636ad563f20f04c89b5c7301281dcc78b27fdc0a7d,data/markdown/Tünel Dergisi/E-dergi_Tünel-35.md,data/markdown_full_docling/Tünel Dergisi/E-dergi_Tünel-35.md,data/corpus_final/Tünel Dergisi/E-dergi_Tünel-35.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000177/0001.docling.json|data/temp/full_docling_chunks/DOC000177/0005.docling.json|data/temp/full_docling_chunks/DOC000177/0002.docling.json|data/temp/full_docling_chunks/DOC000177/0003.docling.json|data/temp/full_docling_chunks/DOC000177/0004.docling.json,true
DOC000193,Tünel Dergisi/Tunel Dergi Sayi 40.pdf,16e105dfc7ea0a648e4f624b4aa37b3f3605161b92c956c1a1e9edf4603453ab,data/markdown/Tünel Dergisi/Tunel Dergi Sayi 40.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergi Sayi 40.md,data/corpus_final/Tünel Dergisi/Tunel Dergi Sayi 40.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000193/0001.docling.json|data/temp/full_docling_chunks/DOC000193/0005.docling.json|data/temp/full_docling_chunks/DOC000193/0002.docling.json|data/temp/full_docling_chunks/DOC000193/0003.docling.json|data/temp/full_docling_chunks/DOC000193/0004.docling.json,true
DOC000194,Tünel Dergisi/Tunel Dergisi 1.pdf,bdacc1e58433a01fcf0eaa66568b3e4d77c24fd56c97f042b459b2c8c3f0baa2,data/markdown/Tünel Dergisi/Tunel Dergisi 1.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 1.md,data/corpus_final/Tünel Dergisi/Tunel Dergisi 1.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000194/0001.docling.json|data/temp/full_docling_chunks/DOC000194/0002.docling.json,true
DOC000195,Tünel Dergisi/Tunel Dergisi 2.pdf,372509651cd66ef259aea51a09cef059d51042791e283bf28bed81e55b6af5a3,data/markdown/Tünel Dergisi/Tunel Dergisi 2.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 2.md,data/corpus_final/Tünel Dergisi/Tunel Dergisi 2.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000195/0001.docling.json|data/temp/full_docling_chunks/DOC000195/0002.docling.json,true
DOC000196,Tünel Dergisi/Tunel Dergisi 3.pdf,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199,data/markdown/Tünel Dergisi/Tunel Dergisi 3.md,data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 3.md,data/corpus_final/Tünel Dergisi/Tunel Dergisi 3.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000196/0001.docling.json|data/temp/full_docling_chunks/DOC000196/0002.docling.json,true
