document_id,source_relative_path,source_sha256,baseline_output,full_docling_output,final_output,selected_variant,selection_reason,baseline_converter,full_docling_status,quality_status,authority_level,document_type,language,year,topics,citation_sidecar,original_page_provenance_available
DOC000001,Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.pdf,1980884f21bd5c134c8e603a62bc715204b58c5d43382eb7b89a5779e380e1c7,data/markdown/Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.md,data/corpus_final/Leyla Literatür/TunelMaliyet/1-s2.0-S0886779816307866-main.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000001/0001.docling.json,true
DOC000002,Leyla Literatür/TunelMaliyet/12229738_04.pdf,a9dc4c909c9d5972c9b348bc14fa59991b7d0d4e8eb79cd73b9d771cb26ef49b,data/markdown/Leyla Literatür/TunelMaliyet/12229738_04.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/12229738_04.md,data/corpus_final/Leyla Literatür/TunelMaliyet/12229738_04.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000002/0001.docling.json|data/temp/full_docling_chunks/DOC000002/0005.docling.json|data/temp/full_docling_chunks/DOC000002/0002.docling.json|data/temp/full_docling_chunks/DOC000002/0003.docling.json|data/temp/full_docling_chunks/DOC000002/0004.docling.json,true
DOC000003,Leyla Literatür/TunelMaliyet/13965.pdf,e4e696e67dc8f1675451c38298acc0ee645ade4b74d8dea722d77cd210551d15,data/markdown/Leyla Literatür/TunelMaliyet/13965.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/13965.md,data/corpus_final/Leyla Literatür/TunelMaliyet/13965.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000003/0001.docling.json|data/temp/full_docling_chunks/DOC000003/0005.docling.json|data/temp/full_docling_chunks/DOC000003/0006.docling.json|data/temp/full_docling_chunks/DOC000003/0007.docling.json|data/temp/full_docling_chunks/DOC000003/0008.docling.json|data/temp/full_docling_chunks/DOC000003/0002.docling.json|data/temp/full_docling_chunks/DOC000003/0003.docling.json|data/temp/full_docling_chunks/DOC000003/0004.docling.json,true
DOC000004,Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.pdf,77cf2eb068cd0f71b6f6069617f35886b8f6fb4f66e7f4d78aae7b8de6935a72,data/markdown/Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.md,data/corpus_final/Leyla Literatür/TunelMaliyet/1999 05.06.B Chap 7 EN.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,1999,,data/temp/full_docling_chunks/DOC000004/0001.docling.json,true
DOC000005,Leyla Literatür/TunelMaliyet/3433030499-627.pdf,88542183b3fa42e9a11933065239cd73839b62ba311a4c1705f13390b5561285,data/markdown/Leyla Literatür/TunelMaliyet/3433030499-627.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/3433030499-627.md,data/corpus_final/Leyla Literatür/TunelMaliyet/3433030499-627.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000005/0001.docling.json,true
DOC000006,Leyla Literatür/TunelMaliyet/3433030499-628.pdf,197ca69742a7143371e57de84424bf6efb817fc1e24298cd742ead68da45b06b,data/markdown/Leyla Literatür/TunelMaliyet/3433030499-628.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/3433030499-628.md,data/corpus_final/Leyla Literatür/TunelMaliyet/3433030499-628.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000006/0001.docling.json,true
DOC000007,Leyla Literatür/TunelMaliyet/3433030499-629.pdf,f7364cfe35d103c795f3d2e5f31ce0dba9e072a5a7e070766682abe73f365b83,data/markdown/Leyla Literatür/TunelMaliyet/3433030499-629.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/3433030499-629.md,data/corpus_final/Leyla Literatür/TunelMaliyet/3433030499-629.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000007/0001.docling.json,true
DOC000009,Leyla Literatür/TunelMaliyet/AppendixF.pdf,a11326648f705babf4f9c91a9092d8833da40a7faf35e15ec6495b13fd30a412,data/markdown/Leyla Literatür/TunelMaliyet/AppendixF.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/AppendixF.md,data/corpus_final/Leyla Literatür/TunelMaliyet/AppendixF.md,baseline,quality_reject_use_baseline,pypdf_fallback,quality_reject_use_baseline,rejected,,unknown,,,,,false
DOC000010,Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.pdf,279425daaab3228f6b723aecfc8557456a726e6e3db8934acffd1855a19ed9e4,data/markdown/Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.md,data/corpus_final/Leyla Literatür/TunelMaliyet/Complete List of Different Methods of Tunnel Construction _ Principal Tunneling Types _ CivilDigital _.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000010/0001.docling.json,true
DOC000011,Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.pdf,132bdd29ff845933c0d02d8d129b902bc6e6a696d01dee2b9645f09f7e94fd2d,data/markdown/Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.md,data/corpus_final/Leyla Literatür/TunelMaliyet/ConstructionCost-annex_13_case_study_tunneling.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000011/0001.docling.json|data/temp/full_docling_chunks/DOC000011/0002.docling.json,true
DOC000012,Leyla Literatür/TunelMaliyet/COSTS OF CONSTRUCTION_Tunnel.docx,3cf8e7e534d4363e9c7cd595883bdba4d4e935a1e04a3ac728ad87b2f0e47f4a,data/markdown/Leyla Literatür/TunelMaliyet/COSTS OF CONSTRUCTION_Tunnel.md,,data/corpus_final/Leyla Literatür/TunelMaliyet/COSTS OF CONSTRUCTION_Tunnel.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
DOC000013,Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.pdf,e9bce09c7035ac5c141dea236fcfd694e507faf2ccba90f6e0e21f29b3ecaa4f,data/markdown/Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.md,data/corpus_final/Leyla Literatür/TunelMaliyet/Estimation_of_Annual_Routine_Maintenance_Cost_for_.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,maintenance,data/temp/full_docling_chunks/DOC000013/0001.docling.json,true
DOC000014,Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.pdf,e36fdb6f7e102b86f58200ae2e89f5c300a92555e560afdd6339510ae519af28,data/markdown/Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.md,data/corpus_final/Leyla Literatür/TunelMaliyet/GeoMon2013Paper644_revised_final_cost.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,2013,,data/temp/full_docling_chunks/DOC000014/0001.docling.json,true
DOC000015,Leyla Literatür/TunelMaliyet/hif15005.pdf,b6a2b2e47753afe8699c10da551fe4afc311dcac8f4504a34c8e83d71fd157c8,data/markdown/Leyla Literatür/TunelMaliyet/hif15005.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/hif15005.md,data/corpus_final/Leyla Literatür/TunelMaliyet/hif15005.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000015/0001.docling.json|data/temp/full_docling_chunks/DOC000015/0005.docling.json|data/temp/full_docling_chunks/DOC000015/0006.docling.json|data/temp/full_docling_chunks/DOC000015/0007.docling.json|data/temp/full_docling_chunks/DOC000015/0008.docling.json|data/temp/full_docling_chunks/DOC000015/0009.docling.json|data/temp/full_docling_chunks/DOC000015/0010.docling.json|data/temp/full_docling_chunks/DOC000015/0011.docling.json|data/temp/full_docling_chunks/DOC000015/0002.docling.json|data/temp/full_docling_chunks/DOC000015/0003.docling.json|data/temp/full_docling_chunks/DOC000015/0004.docling.json,true
DOC000016,Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.pdf,376b6902031fe537a68c4606bbc954db0a2583e517f679e65b8aeded512e39cd,data/markdown/Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.md,data/corpus_final/Leyla Literatür/TunelMaliyet/HS2_Guide_to_Tunnelling_Costs.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000016/0001.docling.json,true
DOC000017,Leyla Literatür/TunelMaliyet/IRJET-V8I7794.pdf,046493eef6fb4c973116c6e2a44114ce27376a2cb6b3f8eaf3fe750885c8f5f4,data/markdown/Leyla Literatür/TunelMaliyet/IRJET-V8I7794.md,,data/corpus_final/Leyla Literatür/TunelMaliyet/IRJET-V8I7794.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,en,,operation|cost,,false
DOC000018,Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.pdf,fe0cf79aab020b9dbf9747771619dc0aabe44dfd82d98aa47cae335893e49886,data/markdown/Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.md,data/corpus_final/Leyla Literatür/TunelMaliyet/low-cost-tunnels-rural-roads-asia-pacific.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,cost,data/temp/full_docling_chunks/DOC000018/0001.docling.json,true
DOC000019,Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.pdf,fcafb5c9434d660130bf7645d163a6f1f1b387dc744013ce1c27638da1cfc856,data/markdown/Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.md,data/corpus_final/Leyla Literatür/TunelMaliyet/operating-costs-and-revenues-report.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000019/0001.docling.json,true
DOC000020,Leyla Literatür/TunelMaliyet/THICKI01_TALK.pdf,6935929ec3c5b865ccdbc939924945c3b5a05459da955ce7417a6f72c076f16e,data/markdown/Leyla Literatür/TunelMaliyet/THICKI01_TALK.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/THICKI01_TALK.md,data/corpus_final/Leyla Literatür/TunelMaliyet/THICKI01_TALK.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000020/0001.docling.json,true
DOC000021,Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.pdf,3b8ddd107873155e0aeb2cadc12651707e75ab95a0d2855fb4100996fae4955e,data/markdown/Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.md,data/corpus_final/Leyla Literatür/TunelMaliyet/Tunnel - Wikipedia.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,D,web_article,,,,data/temp/full_docling_chunks/DOC000021/0001.docling.json|data/temp/full_docling_chunks/DOC000021/0002.docling.json,true
DOC000022,Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.pdf,d6dcf36edb910eeb6c788624fca68a67c39638a2d0c255a05fa673df31db7cc3,data/markdown/Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.md,data/corpus_final/Leyla Literatür/TunelMaliyet/Tunnel_ 3 Types and Classification of Tunnel and Purposes.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,,data/temp/full_docling_chunks/DOC000022/0001.docling.json,true
DOC000023,Leyla Literatür/TunelMaliyet/Tunnels-PIARC.docx,69d7dba96886fbecd37b45962e192ea54cd8024f239786977caadf0e25fef04e,data/markdown/Leyla Literatür/TunelMaliyet/Tunnels-PIARC.md,,data/corpus_final/Leyla Literatür/TunelMaliyet/Tunnels-PIARC.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,A,unknown,,,,,false
DOC000024,Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.pdf,28bb46527ab1a9bdd8654fbf5185fe923f9d7b5d76b58fb0120b189100924396,data/markdown/Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.md,data/corpus_final/Leyla Literatür/TunelMaliyet/TUNNELS-TYPESANDIMPORTANCE.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000024/0001.docling.json,true
DOC000025,Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.pdf,2879f22960b2b823d22e703752762a07051ec43416aa503908de1b0f066b9644,data/markdown/Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.md,data/markdown_full_docling/Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.md,data/corpus_final/Leyla Literatür/TunelMaliyet/What Is Tunel _ Types of Tunnels _ What Are Tunnels Used for _ Classification of Tunnel _ How Are Tunnels Built _Advantages of Tunnels _ Disadvantages of Tunnels.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,en,,,data/temp/full_docling_chunks/DOC000025/0001.docling.json|data/temp/full_docling_chunks/DOC000025/0002.docling.json,true
DOC000036,Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.pdf,1c8cf251c81e8ae5e70c88b1489519d81ffba3399b43b05e64239d633a488937,data/markdown/Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.md,data/markdown_full_docling/Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.md,data/corpus_final/Literatür ve Araştırmalar/20150804 RESMİ GAZETE Tünel İşletme Yönetmeliği.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,A,regulation,tr,,operation,data/temp/full_docling_chunks/DOC000036/0001.docling.json|data/temp/full_docling_chunks/DOC000036/0002.docling.json|data/temp/full_docling_chunks/DOC000036/0003.docling.json|data/temp/full_docling_chunks/DOC000036/0004.docling.json,true
DOC000037,Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.pdf,59634dde95d44e0e192ef4a50411b951775a18bfcaa7db6bf103defe6cfb2f4c,data/markdown/Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.md,data/markdown_full_docling/Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.md,data/corpus_final/Literatür ve Araştırmalar/3. Uluslararası Ulaşımda Yeraltı Kazıları Sempozyumu Bildiriler Kitabı_2013.md,full_docling,quality_passed_use_full_docling,pypdfium2+rapidocr_torch,success,passed,C,conference_paper,tr,2013,excavation,data/temp/full_docling_chunks/DOC000037/0001.docling.json|data/temp/full_docling_chunks/DOC000037/0005.docling.json|data/temp/full_docling_chunks/DOC000037/0006.docling.json|data/temp/full_docling_chunks/DOC000037/0007.docling.json|data/temp/full_docling_chunks/DOC000037/0008.docling.json|data/temp/full_docling_chunks/DOC000037/0009.docling.json|data/temp/full_docling_chunks/DOC000037/0002.docling.json|data/temp/full_docling_chunks/DOC000037/0003.docling.json|data/temp/full_docling_chunks/DOC000037/0004.docling.json,true
DOC000038,Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.pdf,a95c677557c8064ee02e138b9b538bd52d1151c2cedca7bc1c2a18db66e01639,data/markdown/Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.md,data/markdown_full_docling/Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.md,data/corpus_final/Literatür ve Araştırmalar/An Ex-Post Cost - Benefit Analysis of Bolu Mountain__Tunnel Project.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,cost,data/temp/full_docling_chunks/DOC000038/0001.docling.json,true
DOC000039,Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.pdf,dfe9d01daa14dd6f5dd17db9037e84f2b920a31e89740b66d8ab438162ab11d0,data/markdown/Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.md,data/markdown_full_docling/Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.md,data/corpus_final/Literatür ve Araştırmalar/Benchmarking_tunnelling_costs_and_production_rates_in_the_UK_Web_Accessible.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,,,,data/temp/full_docling_chunks/DOC000039/0001.docling.json,true
DOC000041,Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.pdf,b33de96bcf1b4e6bdf99bfa40e8c182174ccd7c66ae084a49aa979ad0e50d592,data/markdown/Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.md,data/markdown_full_docling/Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.md,data/corpus_final/Literatür ve Araştırmalar/Estimate of annual operating costs Highway Tunnel.md,baseline,quality_reject_use_baseline,pypdf_fallback,quality_reject_use_baseline,rejected,,unknown,,,,,false
DOC000042,Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.pdf,1b4596736bbcf61f370be7bc684f3367977e401954abf3a8556b5e8565a3782a,data/markdown/Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.md,data/markdown_full_docling/Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.md,data/corpus_final/Literatür ve Araştırmalar/Farklı Karayolu Tünellerinin Tünel Özellikleri ve Sürücü Davranışları.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,,data/temp/full_docling_chunks/DOC000042/0001.docling.json,true
DOC000044,"Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.pdf",6c33efd9e03ce78f9ec23cc1e869d7b0401882177db612488f36b2792cbb16fc,"data/markdown/Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.md",,"data/corpus_final/Literatür ve Araştırmalar/Management of road tunnels_Construction, maintenance.md",baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,en,,maintenance,,false
DOC000045,Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.pdf,5d524bf61343305c4f9c1a8fda2248659201b7fa0304f2a8c00b0c9559d8dbc4,data/markdown/Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.md,data/markdown_full_docling/Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.md,data/corpus_final/Literatür ve Araştırmalar/TR Karayolları Tünellerinin Tarihçesi ve Tünel Güvenlik Kriterleri.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,safety,data/temp/full_docling_chunks/DOC000045/0001.docling.json,true
DOC000047,Literatür ve Araştırmalar/tunnel_manual_FHWA.pdf,153e9e2a4af4519f1e27a0440e0b3b06b3433db721cb527217f3a14f050abbdd,data/markdown/Literatür ve Araştırmalar/tunnel_manual_FHWA.md,data/markdown_full_docling/Literatür ve Araştırmalar/tunnel_manual_FHWA.md,data/corpus_final/Literatür ve Araştırmalar/tunnel_manual_FHWA.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,manual,en,,,data/temp/full_docling_chunks/DOC000047/0001.docling.json|data/temp/full_docling_chunks/DOC000047/0005.docling.json|data/temp/full_docling_chunks/DOC000047/0006.docling.json|data/temp/full_docling_chunks/DOC000047/0007.docling.json|data/temp/full_docling_chunks/DOC000047/0008.docling.json|data/temp/full_docling_chunks/DOC000047/0009.docling.json|data/temp/full_docling_chunks/DOC000047/0010.docling.json|data/temp/full_docling_chunks/DOC000047/0011.docling.json|data/temp/full_docling_chunks/DOC000047/0002.docling.json|data/temp/full_docling_chunks/DOC000047/0012.docling.json|data/temp/full_docling_chunks/DOC000047/0013.docling.json|data/temp/full_docling_chunks/DOC000047/0014.docling.json|data/temp/full_docling_chunks/DOC000047/0015.docling.json|data/temp/full_docling_chunks/DOC000047/0016.docling.json|data/temp/full_docling_chunks/DOC000047/0017.docling.json|data/temp/full_docling_chunks/DOC000047/0018.docling.json|data/temp/full_docling_chunks/DOC000047/0019.docling.json|data/temp/full_docling_chunks/DOC000047/0020.docling.json|data/temp/full_docling_chunks/DOC000047/0021.docling.json|data/temp/full_docling_chunks/DOC000047/0003.docling.json|data/temp/full_docling_chunks/DOC000047/0022.docling.json|data/temp/full_docling_chunks/DOC000047/0023.docling.json|data/temp/full_docling_chunks/DOC000047/0024.docling.json|data/temp/full_docling_chunks/DOC000047/0025.docling.json|data/temp/full_docling_chunks/DOC000047/0026.docling.json|data/temp/full_docling_chunks/DOC000047/0027.docling.json|data/temp/full_docling_chunks/DOC000047/0028.docling.json|data/temp/full_docling_chunks/DOC000047/0029.docling.json|data/temp/full_docling_chunks/DOC000047/0004.docling.json,true
DOC000048,Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.pdf,a23b1e815eedc4a3c978b6a03a734d9c2099b428df2ead2d9d622db8f5d4ebdd,data/markdown/Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.md,data/markdown_full_docling/Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.md,data/corpus_final/Literatür ve Araştırmalar/TÜNEL BAKIM İŞLETME EL KİTABI.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,,maintenance|operation,data/temp/full_docling_chunks/DOC000048/0001.docling.json|data/temp/full_docling_chunks/DOC000048/0005.docling.json|data/temp/full_docling_chunks/DOC000048/0006.docling.json|data/temp/full_docling_chunks/DOC000048/0002.docling.json|data/temp/full_docling_chunks/DOC000048/0003.docling.json|data/temp/full_docling_chunks/DOC000048/0004.docling.json,true
DOC000049,Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.pdf,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54,data/markdown/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,data/markdown_full_docling/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,data/corpus_final/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,full_docling,quality_passed_use_full_docling,pypdf_fallback,success,passed,,unknown,tr,2015,,data/temp/full_docling_chunks/DOC000049/0001.docling.json|data/temp/full_docling_chunks/DOC000049/0005.docling.json|data/temp/full_docling_chunks/DOC000049/0006.docling.json|data/temp/full_docling_chunks/DOC000049/0007.docling.json|data/temp/full_docling_chunks/DOC000049/0008.docling.json|data/temp/full_docling_chunks/DOC000049/0009.docling.json|data/temp/full_docling_chunks/DOC000049/0010.docling.json|data/temp/full_docling_chunks/DOC000049/0011.docling.json|data/temp/full_docling_chunks/DOC000049/0002.docling.json|data/temp/full_docling_chunks/DOC000049/0012.docling.json|data/temp/full_docling_chunks/DOC000049/0003.docling.json|data/temp/full_docling_chunks/DOC000049/0004.docling.json,true
DOC000051,Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.pdf,164a2494261086dbb9d2446b8ab4a1141ead7783629ac7d21915fdd57d7bcf11,data/markdown/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,data/markdown_full_docling/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,data/corpus_final/Literatür ve Araştırmalar/Tünel Haritası 2024_KGMWEB.md,baseline,quality_reject_use_baseline,pypdf_fallback,quality_reject_use_baseline,rejected,,unknown,tr,2024,,,false
DOC000054,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.jpg,c5b8b61e1d07edae30e7d35e3dc56cce68fc7b53c297f49f3284d708bb25ab9b,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.md,,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon  Foto2.md,baseline,canonical_baseline_not_full_docling_candidate,rapidocr_torch+filename_caption,not_candidate,not_applicable,,unknown,,,,,false
DOC000055,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.jpg,3b434b03f09745ed6d9cbad38c6e4003304f4e1377b5b93cb9fde5d0885bab35,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.md,,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Enjeksiyon Foto1.md,baseline,canonical_baseline_not_full_docling_candidate,rapidocr_torch+filename_caption,not_candidate,not_applicable,,unknown,,,,,false
DOC000056,Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.docx,8e2601e33aad2c570d8dc5a4467a48a5dc5a6ee6c8e75bdc132f9820a57e3629,data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.md,,data/corpus_final/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/Foto/Foto_Kaynak.md,baseline,canonical_baseline_not_full_docling_candidate,docling,not_candidate,not_applicable,,unknown,,,,,false
