chunk_id,document_id,bge_m3_token_count,eligibility_status,quality_reason,glyph_sequence_count,control_character_count,real_word_count,contains_table,document_type,provenance_status,recovery_status,replacement_chunk_id
DOC000193-C0002,DOC000193,743,eligible,,0,0,356,0,project_document,page_resolved,,
DOC000193-C0003,DOC000193,1691,eligible,,0,0,489,1,project_document,page_resolved,,
DOC000193-C0004,DOC000193,744,eligible,,0,0,35,1,project_document,page_resolved,,
DOC000193-C0005,DOC000193,1584,eligible,,0,0,637,0,project_document,page_resolved,,
DOC000193-C0006,DOC000193,1473,eligible,,0,0,628,0,project_document,page_resolved,,
DOC000193-C0007,DOC000193,944,eligible,,0,0,229,1,project_document,page_resolved,,
DOC000193-C0008,DOC000193,1141,eligible,,0,0,481,1,project_document,page_resolved,,
DOC000193-C0009,DOC000193,1548,eligible,,0,0,631,0,project_document,page_resolved,,
DOC000193-C0010,DOC000193,1399,eligible,,0,0,595,0,project_document,page_resolved,,
DOC000193-C0011,DOC000193,928,eligible,,0,0,276,1,project_document,page_resolved,,
DOC000193-C0012,DOC000193,473,eligible,,0,0,130,1,project_document,page_resolved,,
DOC000193-C0013,DOC000193,1136,eligible,,0,0,375,1,project_document,page_resolved,,
DOC000193-C0014,DOC000193,1174,eligible,,0,0,263,1,project_document,page_resolved,,
DOC000193-C0015,DOC000193,961,eligible,,0,0,429,0,project_document,page_resolved,,
DOC000193-C0016,DOC000193,1468,eligible,,0,0,710,0,project_document,page_resolved,,
DOC000193-C0017,DOC000193,1473,eligible,,0,0,748,0,project_document,page_resolved,,
DOC000193-C0018,DOC000193,884,eligible,,0,0,436,0,project_document,page_resolved,,
DOC000193-C0019,DOC000193,1347,eligible,,0,0,708,0,project_document,page_resolved,,
DOC000193-C0020,DOC000193,700,eligible,,0,0,344,0,project_document,page_resolved,,
DOC000193-C0021,DOC000193,851,eligible,,0,0,375,0,project_document,page_resolved,,
DOC000193-C0022,DOC000193,1524,eligible,,0,0,739,0,project_document,page_resolved,,
DOC000193-C0023,DOC000193,1442,eligible,,0,0,669,0,project_document,page_resolved,,
DOC000193-C0024,DOC000193,1402,eligible,,0,0,681,0,project_document,page_resolved,,
DOC000193-C0025,DOC000193,821,eligible,,0,0,365,0,project_document,page_resolved,,
DOC000193-C0026,DOC000193,1233,eligible,,0,0,662,0,project_document,page_resolved,,
DOC000193-C0027,DOC000193,451,eligible,,0,0,203,0,project_document,page_resolved,,
DOC000193-C0028,DOC000193,1499,eligible,,0,0,735,0,project_document,page_resolved,,
DOC000193-C0029,DOC000193,1232,eligible,,0,0,625,0,project_document,page_resolved,,
DOC000193-C0030,DOC000193,1263,eligible,,0,0,573,0,project_document,page_resolved,,
DOC000193-C0031,DOC000193,578,eligible,,0,0,264,0,project_document,page_resolved,,
DOC000193-C0032,DOC000193,1334,eligible,,0,0,507,1,project_document,page_resolved,,
DOC000193-C0033,DOC000193,1406,eligible,,0,0,616,0,project_document,page_resolved,,
DOC000193-C0034,DOC000193,595,eligible,,0,0,259,1,project_document,page_resolved,,
DOC000193-C0035,DOC000193,1194,eligible,,0,0,528,0,project_document,page_resolved,,
DOC000193-C0036,DOC000193,1355,eligible,,0,0,586,0,project_document,page_resolved,,
DOC000193-C0037,DOC000193,1390,eligible,,0,0,684,0,project_document,page_resolved,,
DOC000193-C0038,DOC000193,1459,eligible,,0,0,745,0,project_document,page_resolved,,
DOC000193-C0039,DOC000193,1471,eligible,,0,0,752,0,project_document,page_resolved,,
DOC000193-C0040,DOC000193,1153,eligible,,0,0,617,0,project_document,page_resolved,,
DOC000193-C0041,DOC000193,1074,eligible,,0,0,539,0,project_document,page_resolved,,
DOC000193-C0042,DOC000193,1095,eligible,,0,0,569,0,project_document,page_resolved,,
DOC000193-C0043,DOC000193,1077,eligible,,0,0,530,0,project_document,page_resolved,,
DOC000193-C0044,DOC000193,1041,eligible,,0,0,237,1,project_document,page_resolved,,
DOC000193-C0045,DOC000193,698,eligible,,0,0,232,0,project_document,page_resolved,,
DOC000193-C0046,DOC000193,998,eligible,,0,0,283,0,project_document,page_resolved,,
DOC000193-C0047,DOC000193,886,eligible,,0,0,352,0,project_document,page_resolved,,
DOC000193-C0048,DOC000193,1587,eligible,,0,0,562,0,project_document,page_resolved,,
DOC000193-C0049,DOC000193,948,eligible,,0,0,350,0,project_document,page_resolved,,
DOC000193-C0050,DOC000193,1620,eligible,,0,0,588,0,project_document,page_resolved,,
DOC000193-C0051,DOC000193,1028,eligible,,0,0,329,0,project_document,page_resolved,,
DOC000193-C0052,DOC000193,1470,eligible,,0,0,510,0,project_document,page_resolved,,
DOC000193-C0053,DOC000193,900,eligible,,0,0,310,0,project_document,page_resolved,,
DOC000193-C0054,DOC000193,1447,eligible,,0,0,486,0,project_document,page_resolved,,
DOC000193-C0055,DOC000193,1450,eligible,,0,0,414,1,project_document,page_resolved,,
DOC000193-C0056,DOC000193,784,eligible,,0,0,238,0,project_document,page_resolved,,
DOC000194-C0001,DOC000194,1127,eligible,,0,0,327,0,magazine,page_resolved,,
DOC000194-C0002,DOC000194,1316,eligible,,0,0,555,0,magazine,page_resolved,,
DOC000194-C0003,DOC000194,1446,eligible,,0,0,289,1,magazine,page_resolved,,
DOC000194-C0004,DOC000194,1363,eligible,,0,0,556,0,magazine,page_resolved,,
DOC000194-C0005,DOC000194,1726,eligible,,0,0,756,0,magazine,page_resolved,,
DOC000194-C0006,DOC000194,1253,eligible,,0,0,557,0,magazine,page_resolved,,
DOC000194-C0007,DOC000194,1394,eligible,,0,0,607,0,magazine,page_resolved,,
DOC000194-C0008,DOC000194,1516,eligible,,0,0,720,0,magazine,page_resolved,,
DOC000194-C0009,DOC000194,1474,eligible,,0,0,574,0,magazine,page_resolved,,
DOC000194-C0010,DOC000194,1204,eligible,,0,0,581,0,magazine,page_resolved,,
DOC000194-C0011,DOC000194,1069,eligible,,0,0,295,1,magazine,page_resolved,,
DOC000194-C0012,DOC000194,1553,eligible,,0,0,614,0,magazine,page_resolved,,
DOC000194-C0013,DOC000194,1180,eligible,,0,0,509,0,magazine,page_resolved,,
DOC000194-C0014,DOC000194,1699,eligible,,0,0,698,0,magazine,page_resolved,,
DOC000194-C0015,DOC000194,1295,eligible,,0,0,586,0,magazine,page_resolved,,
DOC000194-C0016,DOC000194,1387,eligible,,0,0,561,0,magazine,page_resolved,,
DOC000194-C0017,DOC000194,205,eligible,,0,0,47,0,magazine,page_resolved,,
DOC000194-C0018,DOC000194,1688,eligible,,0,0,787,0,magazine,page_resolved,,
DOC000194-C0019,DOC000194,1017,eligible,,0,0,409,0,magazine,page_resolved,,
DOC000194-C0020,DOC000194,1175,eligible,,0,0,540,0,magazine,page_resolved,,
DOC000194-C0021,DOC000194,707,eligible,,0,0,211,0,magazine,page_resolved,,
DOC000194-C0022,DOC000194,1176,eligible,,0,0,598,0,magazine,page_resolved,,
DOC000194-C0023,DOC000194,1546,eligible,,0,0,619,0,magazine,page_resolved,,
DOC000194-C0024,DOC000194,1073,eligible,,0,0,506,0,magazine,page_resolved,,
DOC000194-C0025,DOC000194,1162,eligible,,0,0,490,0,magazine,page_resolved,,
DOC000195-C0001,DOC000195,1151,eligible,,0,0,283,1,magazine,page_resolved,,
DOC000195-C0002,DOC000195,1130,eligible,,0,0,469,0,magazine,page_resolved,,
DOC000195-C0003,DOC000195,959,eligible,,0,0,395,0,magazine,page_resolved,,
DOC000195-C0004,DOC000195,1545,eligible,,0,0,736,0,magazine,page_resolved,,
DOC000195-C0005,DOC000195,1335,eligible,,0,0,648,0,magazine,page_resolved,,
DOC000195-C0006,DOC000195,1464,eligible,,0,0,536,1,magazine,page_resolved,,
DOC000195-C0007,DOC000195,1017,eligible,,0,0,462,0,magazine,page_resolved,,
DOC000195-C0008,DOC000195,1233,eligible,,0,0,537,0,magazine,page_resolved,,
DOC000195-C0009,DOC000195,622,eligible,,0,0,284,0,magazine,page_resolved,,
DOC000195-C0010,DOC000195,1754,eligible,,0,0,773,0,magazine,page_resolved,,
DOC000195-C0011,DOC000195,175,eligible,,0,0,32,1,magazine,page_resolved,,
DOC000195-C0012,DOC000195,1019,eligible,,0,0,352,0,magazine,page_resolved,,
DOC000195-C0013,DOC000195,711,eligible,,0,0,318,0,magazine,page_resolved,,
DOC000195-C0014,DOC000195,1345,eligible,,0,0,586,0,magazine,page_resolved,,
DOC000195-C0015,DOC000195,1179,eligible,,0,0,504,0,magazine,page_resolved,,
DOC000195-C0016,DOC000195,1343,eligible,,0,0,584,0,magazine,page_resolved,,
DOC000195-C0017,DOC000195,766,eligible,,0,0,340,0,magazine,page_resolved,,
DOC000195-C0018,DOC000195,1512,eligible,,0,0,659,0,magazine,page_resolved,,
DOC000195-C0019,DOC000195,1629,eligible,,0,0,701,0,magazine,page_resolved,,
DOC000195-C0020,DOC000195,906,eligible,,0,0,428,0,magazine,page_resolved,,
DOC000195-C0021,DOC000195,1280,eligible,,0,0,516,1,magazine,page_resolved,,
DOC000195-C0022,DOC000195,1310,eligible,,0,0,485,0,magazine,page_resolved,,
DOC000195-C0023,DOC000195,1559,eligible,,0,0,693,0,magazine,page_resolved,,
DOC000195-C0024,DOC000195,1348,eligible,,0,0,606,0,magazine,page_resolved,,
DOC000195-C0025,DOC000195,1114,eligible,,0,0,507,0,magazine,page_resolved,,
DOC000195-C0026,DOC000195,1555,eligible,,0,0,650,0,magazine,page_resolved,,
DOC000195-C0027,DOC000195,879,eligible,,0,0,250,1,magazine,page_resolved,,
DOC000195-C0028,DOC000195,965,eligible,,0,0,304,1,magazine,page_resolved,,
DOC000195-C0029,DOC000195,1325,eligible,,0,0,409,1,magazine,page_resolved,,
DOC000195-C0030,DOC000195,1293,eligible,,0,0,577,0,magazine,page_resolved,,
DOC000195-C0031,DOC000195,1607,eligible,,0,0,703,0,magazine,page_resolved,,
DOC000195-C0032,DOC000195,988,eligible,,0,0,434,0,magazine,page_resolved,,
DOC000195-C0033,DOC000195,1471,eligible,,0,0,589,0,magazine,page_resolved,,
DOC000195-C0034,DOC000195,1552,eligible,,0,0,733,0,magazine,page_resolved,,
DOC000195-C0035,DOC000195,1116,eligible,,0,0,504,0,magazine,page_resolved,,
DOC000195-C0036,DOC000195,1564,eligible,,0,0,727,0,magazine,page_resolved,,
DOC000195-C0037,DOC000195,594,eligible,,0,0,159,1,magazine,page_resolved,,
DOC000195-C0038,DOC000195,375,eligible,,0,0,84,0,magazine,page_resolved,,
DOC000196-C0001,DOC000196,1036,eligible,,0,0,406,0,magazine,page_resolved,,
DOC000196-C0002,DOC000196,534,eligible,,0,0,285,0,magazine,page_resolved,,
DOC000196-C0003,DOC000196,1490,eligible,,0,0,419,1,magazine,page_resolved,,
DOC000196-C0004,DOC000196,1053,eligible,,0,0,339,1,magazine,page_resolved,,
DOC000196-C0005,DOC000196,914,eligible,,0,0,426,0,magazine,page_resolved,,
DOC000196-C0006,DOC000196,1067,eligible,,0,0,487,0,magazine,page_resolved,,
DOC000196-C0007,DOC000196,1303,eligible,,0,0,575,0,magazine,page_resolved,,
DOC000196-C0008,DOC000196,1281,eligible,,0,0,596,0,magazine,page_resolved,,
DOC000196-C0009,DOC000196,485,eligible,,0,0,273,0,magazine,page_resolved,,
DOC000196-C0010,DOC000196,775,eligible,,0,0,468,0,magazine,page_resolved,,
DOC000196-C0011,DOC000196,557,eligible,,0,0,320,0,magazine,page_resolved,,
DOC000196-C0012,DOC000196,709,eligible,,0,0,392,0,magazine,page_resolved,,
DOC000196-C0013,DOC000196,1133,eligible,,0,0,637,0,magazine,page_resolved,,
DOC000196-C0014,DOC000196,1513,eligible,,0,0,708,0,magazine,page_resolved,,
DOC000196-C0015,DOC000196,695,eligible,,0,0,297,0,magazine,page_resolved,,
DOC000196-C0016,DOC000196,974,eligible,,0,0,326,1,magazine,page_resolved,,
DOC000196-C0017,DOC000196,593,eligible,,0,0,224,0,magazine,page_resolved,,
DOC000196-C0018,DOC000196,1425,eligible,,0,0,714,0,magazine,page_resolved,,
DOC000196-C0019,DOC000196,400,eligible,,0,0,181,0,magazine,page_resolved,,
DOC000196-C0020,DOC000196,1157,eligible,,0,0,540,0,magazine,page_resolved,,
DOC000196-C0021,DOC000196,1495,eligible,,0,0,633,0,magazine,page_resolved,,
DOC000196-C0022,DOC000196,1354,eligible,,0,0,623,0,magazine,page_resolved,,
DOC000196-C0023,DOC000196,1360,eligible,,0,0,564,0,magazine,page_resolved,,
DOC000196-C0024,DOC000196,425,eligible,,0,0,152,0,magazine,page_resolved,,
DOC000196-C0025,DOC000196,804,eligible,,0,0,354,0,magazine,page_resolved,,
DOC000196-C0026,DOC000196,936,eligible,,0,0,55,1,magazine,page_resolved,,
DOC000196-C0027,DOC000196,1510,eligible,,0,0,560,1,magazine,page_resolved,,
DOC000196-C0028,DOC000196,591,eligible,,0,0,174,1,magazine,page_resolved,,
DOC000196-C0029,DOC000196,700,eligible,,0,0,213,0,magazine,page_resolved,,
DOC000196-C0030,DOC000196,891,eligible,,0,0,426,0,magazine,page_resolved,,
DOC000196-C0031,DOC000196,1601,eligible,,0,0,646,0,magazine,page_resolved,,
DOC000196-C0032,DOC000196,90,eligible,,0,0,24,0,magazine,page_resolved,,
DOC000196-C0033,DOC000196,1418,eligible,,0,0,622,0,magazine,page_resolved,,
DOC000196-C0034,DOC000196,787,eligible,,0,0,335,0,magazine,page_resolved,,
DOC000196-C0035,DOC000196,1010,eligible,,0,0,477,0,magazine,page_resolved,,
DOC000196-C0036,DOC000196,1296,eligible,,0,0,642,0,magazine,page_resolved,,
DOC000196-C0037,DOC000196,1444,eligible,,0,0,684,0,magazine,page_resolved,,
DOC000196-C0038,DOC000196,1431,eligible,,0,0,715,0,magazine,page_resolved,,
DOC000196-C0039,DOC000196,1029,eligible,,0,0,446,0,magazine,page_resolved,,
DOC000196-C0040,DOC000196,1050,eligible,,0,0,367,1,magazine,page_resolved,,
DOC000196-C0041,DOC000196,1380,eligible,,0,0,629,1,magazine,page_resolved,,
DOC000196-C0042,DOC000196,879,eligible,,0,0,450,0,magazine,page_resolved,,
DOC000196-C0043,DOC000196,971,eligible,,0,0,402,1,magazine,page_resolved,,
DOC000196-C0044,DOC000196,930,eligible,,0,0,417,0,magazine,page_resolved,,
DOC000196-C0045,DOC000196,1368,eligible,,0,0,734,0,magazine,page_resolved,,
DOC000196-C0046,DOC000196,1258,eligible,,0,0,445,0,magazine,page_resolved,,
DOC000196-C0047,DOC000196,1273,eligible,,0,0,492,0,magazine,page_resolved,,
DOC000196-C0048,DOC000196,1593,eligible,,0,0,637,0,magazine,page_resolved,,
DOC000196-C0049,DOC000196,1300,eligible,,0,0,632,0,magazine,page_resolved,,
DOC000196-C0050,DOC000196,348,eligible,,0,0,172,0,magazine,page_resolved,,
DOC000196-C0051,DOC000196,1503,eligible,,0,0,735,0,magazine,page_resolved,,
DOC000196-C0052,DOC000196,946,eligible,,0,0,457,0,magazine,page_resolved,,
DOC000196-C0053,DOC000196,1092,eligible,,0,0,516,0,magazine,page_resolved,,
DOC000196-C0054,DOC000196,1633,eligible,,0,0,573,1,magazine,page_resolved,,
DOC000196-C0055,DOC000196,989,eligible,,0,0,343,0,magazine,page_resolved,,
DOC000196-C0056,DOC000196,1182,eligible,,0,0,265,1,magazine,page_resolved,,
DOC000196-C0057,DOC000196,556,eligible,,0,0,60,1,magazine,page_resolved,,
DOC000196-C0058,DOC000196,1306,eligible,,0,0,509,1,magazine,page_resolved,,
DOC000196-C0059,DOC000196,1311,eligible,,0,0,479,1,magazine,page_resolved,,
DOC000196-C0060,DOC000196,1153,eligible,,0,0,359,1,magazine,page_resolved,,
DOC000196-C0061,DOC000196,1533,eligible,,0,0,707,0,magazine,page_resolved,,
DOC000196-C0062,DOC000196,1414,eligible,,0,0,682,0,magazine,page_resolved,,
DOC000196-C0063,DOC000196,487,eligible,,0,0,139,0,magazine,page_resolved,,
DOC000196-C0064,DOC000196,593,eligible,,0,0,159,1,magazine,page_resolved,,
DOC000196-C0065,DOC000196,631,eligible,,0,0,223,0,magazine,page_resolved,,
DOC000197-C0001,DOC000197,1092,eligible,,0,0,454,0,magazine,page_resolved,,
DOC000197-C0002,DOC000197,1550,eligible,,0,0,417,1,magazine,page_resolved,,
DOC000197-C0003,DOC000197,1276,eligible,,0,0,546,0,magazine,page_resolved,,
DOC000197-C0004,DOC000197,1272,eligible,,0,0,642,0,magazine,page_resolved,,
DOC000197-C0005,DOC000197,1359,eligible,,0,0,649,0,magazine,page_resolved,,
DOC000197-C0006,DOC000197,800,eligible,,0,0,351,0,magazine,page_resolved,,
DOC000197-C0007,DOC000197,1597,eligible,,0,0,749,0,magazine,page_resolved,,
DOC000197-C0008,DOC000197,419,eligible,,0,0,209,0,magazine,page_resolved,,
DOC000197-C0009,DOC000197,1454,eligible,,0,0,651,0,magazine,page_resolved,,
DOC000197-C0010,DOC000197,1441,eligible,,0,0,664,0,magazine,page_resolved,,
DOC000197-C0011,DOC000197,1390,eligible,,0,0,613,0,magazine,page_resolved,,
DOC000197-C0012,DOC000197,1096,eligible,,0,0,441,0,magazine,page_resolved,,
DOC000197-C0013,DOC000197,1745,eligible,,0,0,719,0,magazine,page_resolved,,
DOC000197-C0014,DOC000197,505,eligible,,0,0,225,0,magazine,page_resolved,,
DOC000197-C0015,DOC000197,926,eligible,,0,0,443,0,magazine,page_resolved,,
DOC000197-C0016,DOC000197,1461,eligible,,0,0,642,1,magazine,page_resolved,,
DOC000197-C0017,DOC000197,305,eligible,,0,0,151,0,magazine,page_resolved,,
DOC000197-C0018,DOC000197,449,eligible,,0,0,259,0,magazine,page_resolved,,
DOC000197-C0019,DOC000197,957,eligible,,0,0,481,0,magazine,page_resolved,,
DOC000197-C0020,DOC000197,786,eligible,,0,0,407,0,magazine,page_resolved,,
DOC000197-C0021,DOC000197,709,eligible,,0,0,388,0,magazine,page_resolved,,
DOC000197-C0022,DOC000197,750,eligible,,0,0,362,0,magazine,page_resolved,,
DOC000197-C0023,DOC000197,613,eligible,,0,0,344,0,magazine,page_resolved,,
DOC000197-C0024,DOC000197,1196,eligible,,0,0,619,0,magazine,page_resolved,,
DOC000197-C0025,DOC000197,1056,eligible,,0,0,465,0,magazine,page_resolved,,
DOC000197-C0026,DOC000197,1089,eligible,,0,0,356,1,magazine,page_resolved,,
DOC000197-C0027,DOC000197,631,eligible,,0,0,198,1,magazine,page_resolved,,
DOC000197-C0028,DOC000197,686,eligible,,0,0,212,1,magazine,page_resolved,,
DOC000197-C0029,DOC000197,205,eligible,,0,0,76,0,magazine,page_resolved,,
DOC000197-C0030,DOC000197,120,eligible,,0,0,65,0,magazine,page_resolved,,
DOC000197-C0031,DOC000197,1963,eligible,,0,0,455,1,magazine,page_resolved,,
DOC000197-C0032,DOC000197,235,eligible,,0,0,131,0,magazine,page_resolved,,
DOC000197-C0033,DOC000197,1362,eligible,,0,0,610,0,magazine,page_resolved,,
DOC000197-C0034,DOC000197,1197,eligible,,0,0,490,1,magazine,page_resolved,,
DOC000197-C0035,DOC000197,1264,eligible,,0,0,467,1,magazine,page_resolved,,
DOC000197-C0036,DOC000197,1293,eligible,,0,0,478,0,magazine,page_resolved,,
DOC000197-C0037,DOC000197,1102,eligible,,0,0,463,0,magazine,page_resolved,,
DOC000197-C0038,DOC000197,1192,eligible,,0,0,343,1,magazine,page_resolved,,
DOC000197-C0039,DOC000197,1332,eligible,,0,0,578,0,magazine,page_resolved,,
DOC000197-C0040,DOC000197,1211,eligible,,0,0,468,0,magazine,page_resolved,,
DOC000197-C0041,DOC000197,628,eligible,,0,0,198,1,magazine,page_resolved,,
DOC000197-C0042,DOC000197,1634,eligible,,0,0,695,0,magazine,page_resolved,,
DOC000197-C0043,DOC000197,940,eligible,,0,0,449,0,magazine,page_resolved,,
DOC000197-C0044,DOC000197,1504,eligible,,0,0,709,0,magazine,page_resolved,,
DOC000197-C0045,DOC000197,1632,eligible,,0,0,775,0,magazine,page_resolved,,
DOC000197-C0046,DOC000197,268,eligible,,0,0,106,0,magazine,page_resolved,,
DOC000197-C0047,DOC000197,1876,eligible,,0,0,859,0,magazine,page_resolved,,
DOC000197-C0048,DOC000197,849,eligible,,0,0,397,0,magazine,page_resolved,,
DOC000197-C0049,DOC000197,1362,eligible,,0,0,655,0,magazine,page_resolved,,
DOC000197-C0050,DOC000197,729,eligible,,0,0,319,0,magazine,page_resolved,,
DOC000197-C0051,DOC000197,1031,eligible,,0,0,405,0,magazine,page_resolved,,
DOC000197-C0052,DOC000197,1261,eligible,,0,0,629,0,magazine,page_resolved,,
DOC000197-C0053,DOC000197,966,eligible,,0,0,419,0,magazine,page_resolved,,
DOC000197-C0054,DOC000197,1487,eligible,,0,0,624,0,magazine,page_resolved,,
DOC000197-C0055,DOC000197,1553,eligible,,0,0,678,0,magazine,page_resolved,,
DOC000197-C0056,DOC000197,1622,eligible,,0,0,715,0,magazine,page_resolved,,
DOC000197-C0057,DOC000197,795,eligible,,0,0,389,0,magazine,page_resolved,,
DOC000197-C0058,DOC000197,1311,eligible,,0,0,631,0,magazine,page_resolved,,
DOC000197-C0059,DOC000197,1816,eligible,,0,0,859,0,magazine,page_resolved,,
DOC000197-C0060,DOC000197,440,eligible,,0,0,240,0,magazine,page_resolved,,
DOC000197-C0061,DOC000197,705,eligible,,0,0,353,0,magazine,page_resolved,,
DOC000197-C0062,DOC000197,1621,eligible,,0,0,739,0,magazine,page_resolved,,
DOC000197-C0063,DOC000197,263,eligible,,0,0,94,0,magazine,page_resolved,,
DOC000197-C0064,DOC000197,1095,eligible,,0,0,513,0,magazine,page_resolved,,
DOC000197-C0065,DOC000197,1764,eligible,,0,0,667,0,magazine,page_resolved,,
DOC000197-C0066,DOC000197,1849,eligible,,0,0,680,0,magazine,page_resolved,,
DOC000197-C0067,DOC000197,1494,eligible,,0,0,555,0,magazine,page_resolved,,
DOC000197-C0068,DOC000197,1206,eligible,,0,0,354,0,magazine,page_resolved,,
DOC000197-C0069,DOC000197,725,eligible,,0,0,169,1,magazine,page_resolved,,
DOC000197-C0070,DOC000197,569,eligible,,0,0,127,1,magazine,page_resolved,,
DOC000197-C0071,DOC000197,740,eligible,,0,0,251,0,magazine,page_resolved,,
DOC000198-C0001,DOC000198,322,eligible,,0,0,99,0,magazine,page_resolved,,
DOC000198-C0002,DOC000198,1517,eligible,,0,0,419,1,magazine,page_resolved,,
DOC000198-C0003,DOC000198,1345,eligible,,0,0,607,0,magazine,page_resolved,,
DOC000198-C0004,DOC000198,1250,eligible,,0,0,570,0,magazine,page_resolved,,
DOC000198-C0005,DOC000198,1378,eligible,,0,0,594,0,magazine,page_resolved,,
DOC000198-C0006,DOC000198,968,eligible,,0,0,454,0,magazine,page_resolved,,
DOC000198-C0007,DOC000198,1178,eligible,,0,0,549,0,magazine,page_resolved,,
DOC000198-C0008,DOC000198,734,eligible,,0,0,404,0,magazine,page_resolved,,
DOC000198-C0009,DOC000198,827,eligible,,0,0,379,0,magazine,page_resolved,,
DOC000198-C0010,DOC000198,1112,eligible,,0,0,597,0,magazine,page_resolved,,
DOC000198-C0011,DOC000198,1254,eligible,,0,0,572,0,magazine,page_resolved,,
DOC000198-C0012,DOC000198,1347,eligible,,0,0,611,0,magazine,page_resolved,,
DOC000198-C0013,DOC000198,1308,eligible,,0,0,532,1,magazine,page_resolved,,
DOC000198-C0014,DOC000198,1273,eligible,,0,0,505,1,magazine,page_resolved,,
DOC000198-C0015,DOC000198,957,eligible,,0,0,402,0,magazine,page_resolved,,
DOC000198-C0016,DOC000198,1315,eligible,,0,0,600,0,magazine,page_resolved,,
DOC000198-C0017,DOC000198,723,eligible,,0,0,350,0,magazine,page_resolved,,
DOC000198-C0018,DOC000198,1395,eligible,,0,0,581,0,magazine,page_resolved,,
DOC000198-C0019,DOC000198,1545,eligible,,0,0,636,0,magazine,page_resolved,,
DOC000198-C0020,DOC000198,1553,eligible,,0,0,599,0,magazine,page_resolved,,
DOC000198-C0021,DOC000198,1327,eligible,,0,0,470,0,magazine,page_resolved,,
DOC000198-C0022,DOC000198,817,eligible,,0,0,439,0,magazine,page_resolved,,
DOC000198-C0023,DOC000198,809,eligible,,0,0,378,0,magazine,page_resolved,,
DOC000198-C0024,DOC000198,442,eligible,,0,0,180,0,magazine,page_resolved,,
DOC000198-C0025,DOC000198,1099,eligible,,0,0,497,0,magazine,page_resolved,,
DOC000198-C0026,DOC000198,1225,eligible,,0,0,600,0,magazine,page_resolved,,
DOC000198-C0027,DOC000198,194,eligible,,0,0,47,0,magazine,page_resolved,,
DOC000198-C0028,DOC000198,1557,eligible,,0,0,583,1,magazine,page_resolved,,
DOC000198-C0029,DOC000198,503,eligible,,0,0,197,0,magazine,page_resolved,,
DOC000198-C0030,DOC000198,1158,eligible,,0,0,489,0,magazine,page_resolved,,
DOC000198-C0031,DOC000198,1637,eligible,,0,0,668,0,magazine,page_resolved,,
DOC000198-C0032,DOC000198,1600,eligible,,0,0,668,0,magazine,page_resolved,,
DOC000198-C0033,DOC000198,1368,eligible,,0,0,620,0,magazine,page_resolved,,
DOC000198-C0034,DOC000198,1549,eligible,,0,0,743,0,magazine,page_resolved,,
DOC000198-C0035,DOC000198,1326,eligible,,0,0,602,0,magazine,page_resolved,,
DOC000198-C0036,DOC000198,959,eligible,,0,0,485,0,magazine,page_resolved,,
DOC000198-C0037,DOC000198,1100,eligible,,0,0,552,0,magazine,page_resolved,,
DOC000198-C0038,DOC000198,1213,eligible,,0,0,629,0,magazine,page_resolved,,
DOC000198-C0039,DOC000198,974,eligible,,0,0,489,0,magazine,page_resolved,,
DOC000198-C0040,DOC000198,1348,eligible,,0,0,667,0,magazine,page_resolved,,
DOC000198-C0041,DOC000198,497,eligible,,0,0,233,0,magazine,page_resolved,,
DOC000198-C0042,DOC000198,813,eligible,,0,0,220,1,magazine,page_resolved,,
DOC000198-C0043,DOC000198,732,eligible,,0,0,201,1,magazine,page_resolved,,
DOC000198-C0044,DOC000198,450,eligible,,0,0,118,1,magazine,page_resolved,,
DOC000198-C0045,DOC000198,1118,eligible,,0,0,310,1,magazine,page_resolved,,
DOC000198-C0046,DOC000198,1015,eligible,,0,0,375,0,magazine,page_resolved,,
DOC000198-C0047,DOC000198,919,eligible,,0,0,345,0,magazine,page_resolved,,
DOC000198-C0048,DOC000198,1519,eligible,,0,0,661,0,magazine,page_resolved,,
DOC000198-C0049,DOC000198,858,eligible,,0,0,234,1,magazine,page_resolved,,
DOC000198-C0050,DOC000198,1282,eligible,,0,0,583,0,magazine,page_resolved,,
DOC000198-C0051,DOC000198,572,eligible,,0,0,270,0,magazine,page_resolved,,
DOC000198-C0052,DOC000198,1091,eligible,,0,0,463,0,magazine,page_resolved,,
DOC000198-C0053,DOC000198,746,eligible,,0,0,159,1,magazine,page_resolved,,
DOC000198-C0054,DOC000198,574,eligible,,0,0,91,1,magazine,page_resolved,,
DOC000198-C0055,DOC000198,383,eligible,,0,0,172,0,magazine,page_resolved,,
DOC000198-C0056,DOC000198,1341,eligible,,0,0,402,1,magazine,page_resolved,,
DOC000198-C0057,DOC000198,1087,eligible,,0,0,321,1,magazine,page_resolved,,
DOC000198-C0058,DOC000198,1461,eligible,,0,0,479,0,magazine,page_resolved,,
DOC000198-C0059,DOC000198,1010,eligible,,0,0,418,0,magazine,page_resolved,,
DOC000198-C0060,DOC000198,689,eligible,,0,0,272,0,magazine,page_resolved,,
DOC000198-C0061,DOC000198,1074,eligible,,0,0,368,1,magazine,page_resolved,,
DOC000198-C0062,DOC000198,1329,eligible,,0,0,457,1,magazine,page_resolved,,
DOC000198-C0063,DOC000198,1045,eligible,,0,0,372,1,magazine,page_resolved,,
DOC000198-C0064,DOC000198,991,eligible,,0,0,359,0,magazine,page_resolved,,
