document_id,source_sha256,runtime_fingerprint,baseline_converter,full_docling_status,quality_status,quality_reason,full_docling_output,baseline_output,recommended_variant,glyph_pattern_count,glyph_pattern_ratio,text_length,image_placeholder_count,review_required
DOC000221,55e5b81f8bc0ce8894b14d921e2f1aeca7116edac71c0785b615bb9b7d38e18d,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/9-Tünel Destek Sistemleri (Örnekler).md,full_docling,0,0.0,2741,50,false
DOC000124,7e795b9a47c89f5406c566770c2f81cf7f6fc58ae0545d3299d3a3f107f574da,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTU Yuksek Lisans.md,full_docling,0,0.0,451713,200,false
DOC000199,686f2fed7a37fea40455e5a48dc24f8cfc7c735708afde494ac1e7eb9e464e89,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 6.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tunel Dergisi 6.md,full_docling,0,0.0,348006,262,false
DOC000129,290648f6f7fc8e05fe816c0b981659f49af95ca7c31f137e180c1169c15bbe29,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Muhammed Alyuruk.md,full_docling,0,0.0,5242,56,false
DOC000168,5c0397948854e544883ff235182f87928732f2913e66c87168f39bc5debb0b68,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TAIEX Karayolu Tünellerinin Sınıflandırılması Eğitimi 16-19 Mart 2015/ADR TAIEX Eğitim Dokümanı.md,full_docling,0,0.0,125006,319,false
DOC000263,88730c77ad15671b96aeb63e9fd179190595853eebdcecd0bbab9c65f98fd11e,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1JETGROUT.md,full_docling,0,0.0,2019,6,false
DOC000158,04c57c21fdf18e5176f04fa367b8aa609d394673f6051f3afffa206e12c8080f,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Sunumlar_2022/2_Present and Future of Tunnel Constructions in Transportation Infrastructure.md,full_docling,0,0.0,11470,57,false
DOC000049,5c229054fb8f53a306c097f128ec7004fbaf7d1a52bad4f5bc778f5e91888b54,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Literatür ve Araştırmalar/TÜNEL ENVANTER KİTABI 2015.md,full_docling,0,0.0,904723,245,false
DOC000067,21c81a85613e82c6b1ebeafd9f847e087b0cdc032c8db3933fa8d9438a7f564c,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md",full_docling,0,0.0,9633,31,false
DOC000218,d48a443a135b1161e00ebc181a5012c8151360ffca3c9a84b4bc0462c11b3607,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,"/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md","/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/6-YALITIM, DRENAJ ve NİHAİ KAPLAMA BETONU.md",full_docling,0,0.0,9633,31,false
DOC000128,9185b233dc14dd7b02a5c1b798e475bb865f4ca6c8adf040ff5d0a79252a44a8,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/Merih Ozgen.md,full_docling,0,0.0,14723,236,false
DOC000198,49577e05781c8bbe2d7242bfcedabbad89cb896285c29273b3b1fc8e4f499ddd,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 5.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tunel Dergisi 5.md,full_docling,0,0.0,403412,373,false
DOC000196,c4b2a15c8a756f897c1dff75fed956899f83c55221516e1cad2a975c832e7199,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tunel Dergisi 3.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tunel Dergisi 3.md,full_docling,0,0.0,311079,198,false
DOC000087,312befcda2ff316b72796d77bba3c92b68eb6300ac8717eb2953c034fb65afd4,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/KGM_Teknik_Sartnamesi_2013.md,full_docling,12,5.8e-05,2573277,1052,false
DOC000066,33e54b02175c174a99a7739012e0a70101e516836394186566041b705643cce9,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Kitap 2.Bolum/Kullanılan Dokumanlar/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)_Kullanılan Dokumanlar/1-NATM-2020.md,full_docling,0,0.0,31720,45,false
DOC000123,95f6781e96026a8a700972730aba59088c12ffbbe9becf83196c73c8404ad8b6,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/OeGG_Monitoring_Handbook.md,full_docling,0,0.0,139299,101,false
DOC000206,fa208eb77bc6932673d16b6fc711a2e01413f0fd1b0e9ea635161e688e55c761,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Tünel Dergisi/Tünel-47-e-dergisi_r.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Tünel Dergisi/Tünel-47-e-dergisi_r.md,full_docling,0,0.0,284381,240,false
DOC000127,752100774713db4bce1bba84ccbd571af14868359841be4afb343ab4b4e4328f,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/YTMK Tunelcilik Semineri/2013/M.Kemal Akman.md,full_docling,0,0.0,8371,71,false
DOC000303,a471cdf404ac49ee41a9476faeaa46bfde3e3d12cbc2ef9b336a2deecf875a48,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/Çelik Tel Donatılı Nihai Kaplama.md,full_docling,0,0.0,11635,33,false
DOC000282,2516fb6319c342abb140f6dcba0f9501a4c62f1313b58666e46181c062c8dbbc,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Çelik Tel+Sentetik Fiber/Çelik Tel Donatılı Nihai Kaplama.md,full_docling,0,0.0,11635,33,false
DOC000117,1c5a56abfaae6e5248584ef5841f7768352868ee2b53bd114514189a4b8405a3,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_docx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Mehmet/Literatur/Wordler/YTMK/2015/09_TUG_Monitoring.md,full_docling,0,0.0,23991,526,false
DOC000262,01e403164c0361f59ca716cbdc834029883212f24feab0c290022d9d089ea82d,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,python_pptx_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1 Tüneli KY.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/TÜNEL MÜH.GELİŞTİRME KURSU - (24-28.02.2020)/DOKÜMANLAR/Tünelde Özel Çözümler/T1 Tüneli KY.md,full_docling,0,0.0,4664,23,false
DOC000015,b6a2b2e47753afe8699c10da551fe4afc311dcac8f4504a34c8e83d71fd157c8,2c5381de0d6609755d1d5f74b1d52961dd5490deeb99daf7ff2624914d5d93b8,pypdf_fallback,success,passed,,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown_full_docling/Leyla Literatür/TunelMaliyet/hif15005.md,/content/drive/MyDrive/tunnel/_TunnelBookAI/data/markdown/Leyla Literatür/TunelMaliyet/hif15005.md,full_docling,0,0.0,579501,172,false
